 2248287822.591797   623326533.442690   1531052028.496782   3017266293.740075   1449414310.653800   1720961530.157633   1278471566.671689   1000156720.682218   3355050362.803106   344723232.796448   2119387826.831972   2266861640.100317   2882343210.027569   2151496717.312603   827275389.727398   3336255660.323167   4059766733.196502   1105954328.021424   4111210875.639931   102635314.111416   2868283937.496463   516401079.355455   4025536896.592342   2421508399.966870   2233400771.915352   1315847210.626973   629660325.948533   56692418.050693   1532431034.075257   4152352954.056307   2884757048.787204   3780708856.667054   480722191.498997   120851783.283976   2503017854.407128   1930126502.152797   1841803313.441609   3781479421.078817   2930273222.835015   901896380.244715   4126192653.875265   754703753.666987   3168748022.345022   2713578569.902824   2906190470.979589   3996013412.072421   1754876934.225991   2670999910.176082   807010444.093844   1571130515.865912   2773625224.287498   3675284383.590298   2087521595.221367   2504204824.879840   1801835487.557168   25965071.136719   3820042037.506804   2431485813.505702   82647489.187412   1057515775.582061   2288881471.562008   2967394539.974607   543267336.249115   2769593663.061006   3088236323.258583   3046275190.656243   404762869.213802   635082340.700192   2532797315.735059   3335026094.048808   1536968722.944898   2364032673.610324   4089719847.715794   410759449.289920   782653947.513148   2700953024.695374   111815565.362341   2537520883.739130   1076995638.871456   918816009.456185   4108641399.605042   3850610863.158955   299143097.046483   1901205698.826409   2059858392.038795   2100968584.603652   1927160771.963118   1584943133.545599   237497104.109344   2009798261.150530   2642448909.127660   2526368575.671352   682235505.125137   3185706245.376775   1001004944.732349   3770461828.383719   1937024140.033018   1405757813.946151   110586875.083902   174864159.768077  
 445826611.994958   1647545598.028800   2538886835.378392   240589165.710743   2058295047.318720   3321530782.891540   2941532190.406117   2170100612.681061   1564094370.630669   4018517829.277574   3088906622.137246   1377778474.235711   3574171396.436528   3388039721.183720   3278974175.062110   1339072492.475323   1194051009.787371   911177651.025229   2924005628.020914   1431538113.896715   2920965912.175759   1271497241.148574   3957896691.568058   3603191419.300887   162246192.525339   663944340.300407   3078695951.684607   2099260332.558357   2069692154.246558   3189272826.768509   2274114494.326425   2515508768.241507   541861128.797309   518044033.704817   2756087933.952250   2600146176.116029   3839564816.596357   1402662828.358368   475289492.797090   1108701893.227017   1126223361.635942   3564186116.934326   2486470367.462728   405437462.072470   2657268542.118045   1470487246.524838   1744499954.547793   3851309551.905416   2381654897.550067   373548286.568706   987890371.802122   1007663515.725817   1645035529.717271   650829767.370181   315897639.026704   1807271722.242610   1314764107.670588   3394583590.711310   3906522054.800967   3384446261.917146   2288899123.479810   1885679253.127392   1604997734.158653   2830750252.277119   2403713286.832209   66128372.110904   1135939134.393138   1948320809.428557   1468781200.469271   1611218627.190228   3057012702.655573   2594994562.105213   880447448.124554   1248525774.118301   3000422024.177682   3537705990.242599   2719003022.643130   449964684.725466   3094058248.148006   805700624.193197   823502971.294172   4081938619.950128   1813354139.919014   2468528501.011443   437811091.320309   2129241778.945718   4275790223.254053   1752565198.990897   1228868075.657019   3887354984.055011   842054164.908043   3517757199.136829   1478076941.182404   2447041901.066687   2053550155.413948   3881780230.014604   2513160273.177590   3189479289.807086   1535143743.443160   3981931475.646852  
 505740622.997304   297199150.098734   2281968741.752065   1386178071.121858   1545714924.217035   987433471.929738   628926767.364447   4264707946.860165   1437388156.655204   3722975015.512454   775451277.053352   2260881127.949376   3509956339.462582   2588795416.972366   434452334.960810   3947757430.782891   423079901.918075   415285262.214863   1405365333.773787   1651937977.575094   7682950.269875   2247409498.681830   874737880.711923   1485749893.452269   399494103.748517   2928278036.125870   1072572827.466873   2912644378.926098   1822800031.932947   2607706570.910033   2599618558.572951   2328530654.930251   2904895721.008767   586630004.325016   3714698726.052109   155653349.225801   1574053476.254754   48668197.416556   125404002.085957   3011431632.909958   3771633212.929010   900845279.139309   977355466.859325   2986632256.391592   3489630696.111675   1411797801.820135   2639432391.174482   3912700598.029749   1827073064.034998   4044787724.948270   1269681279.604843   1834746016.304863   1997239929.630091   2144409160.316766   3320485909.757132   2396724033.378608   777729902.442626   98101441.224005   1014411116.304707   2600519934.375573   2705798012.134038   3614019674.877658   634093293.305824   1315736437.142805   4200639681.202664   53834723.357933   1471379786.368606   1479735861.457418   102492922.774480   1596773788.454563   196210200.367367   3874116135.703490   2497609067.593872   1173555667.226691   2565791098.095072   1692282469.705537   2585343469.046826   910266193.269554   1310025771.735287   117459237.081824   660096624.217815   2579697053.340121   1952195253.386687   2657326553.847906   429148917.656886   977723867.143819   759093291.226514   1206868820.099513   1075815308.367824   1773494409.531212   3807378754.475086   3781603320.501863   1092556788.408870   146514751.780910   802382461.644667   998239173.611534   200339477.138834   2273752250.013264   2477965037.068943   302822399.913314  
 3870516038.467827   2674165237.436310   4176928535.616804   2073167812.061690   3847710904.663002   2447762337.711877   3765440281.767227   2138097077.709828   3358018532.981422   780508757.502514   2255546314.791651   4018105157.199237   3360195810.842635   4207731570.178329   2380474415.047143   3789334730.499511   890498141.322148   3139557706.273657   701246254.599024   1966303451.689963   618094819.804869   213667715.074101   1452949476.191826   1710641610.213729   360172466.855011   2255321939.836483   2708870783.825264   560501943.993845   234116893.849748   891878524.894207   863314343.907159   4104622932.317575   3566033762.330516   745285585.523954   1882833448.379265   3118787370.993518   3193037923.235830   1353316434.146492   961927152.703346   2256099160.217252   2133815193.648997   3217463469.494987   1979247021.416489   1199053708.491632   3130237743.673317   64764140.463632   693431142.991143   4020725884.995465   3204311848.737279   1394667399.590158   1692072040.685428   3822396668.542148   1608325114.664258   3145011518.877244   1238080982.755877   1968487581.519269   1105376162.713728   3946941768.581131   2528979527.513104   1339483056.563476   543862997.475338   3392283871.420263   1149148692.881052   4109886761.805845   4137559456.944217   3031972143.260307   2933716836.799363   3035640086.180038   90331281.406800   3895633991.502699   996781950.397290   2224136475.055797   2818140164.997687   2976018973.813770   3423180185.547419   1653420612.671004   3040773114.277402   4116601328.538561   1379189201.666469   1950127667.014681   1216311432.128719   3071251244.351888   1477567041.556820   2824626546.792977   1921305467.229133   2715638024.312697   498156834.312237   3026671629.942861   2367622496.893829   3027126361.825341   71197390.506337   2911475496.369157   2124452937.245604   1220336083.387389   2726404962.175003   1967055100.189811   4252298226.647696   1365164502.974365   707737890.369849   47672214.054487  
 965841198.477065   1704509840.767139   2271798689.110283   3783971363.474751   385571518.580909   1400021578.657702   1142434680.145755   3426334634.858301   1221665613.196254   2521613883.812215   1081505005.872982   2437967045.324974   1297907832.164103   2559062047.429802   967636298.117942   3219203299.393236   979742777.742490   1465783132.430178   1950917633.336097   3347355274.636319   197952198.255519   2022105023.842434   1963873475.005477   2322395135.501123   3242431107.229823   395321141.180479   4289440235.690934   3199772039.877510   1760475646.154835   702220830.060782   3247434253.931997   2726306844.631900   2406720672.827912   1224275647.042281   2215320914.106642   2792282191.408820   2624287227.699974   3357745594.252398   1923659530.267121   3845942840.896228   1584402182.064613   3005154538.140094   1988952590.221202   2882300014.228716   1269259289.569896   2956578888.339144   1806546017.621952   2248992067.312387   127404724.769322   3757453650.958048   1301390047.948697   325346923.024841   1484601378.800482   3265253522.954173   2647732060.525955   432075192.030296   3660564666.134643   2642215000.216889   3631837231.907806   1126083016.289478   3344425832.277662   2584314189.839803   3852379860.921379   1456189209.105573   3808579836.882084   1772743479.028021   4248461400.514394   2137909768.582058   835531779.280409   1877163636.781506   1688895313.478286   2419923961.345022   587360878.921600   3677837905.699479   1007266681.573729   1856610168.491497   2339459498.038622   2813802699.195680   4105592237.803874   2466854224.807936   2276299056.153719   1112024989.752571   2792191147.832777   3760890434.954201   82321216.706744   1144965912.358732   4192955626.984497   3742875882.841387   3787170914.575612   3529835562.892303   574001603.130865   2836639450.853273   1819192456.732106   131424170.052234   4292818659.958847   1332814999.614181   1904157649.080255   4246322764.473240   3470714768.196239   2739679428.360664  
 1828529105.254746   864652787.674515   864646095.705677   2415879984.176346   247533397.373994   1871902777.279406   4272480154.667833   2586982895.412617   390748180.475086   4083115096.471707   758879824.220552   2667037236.628805   900182790.224278   3551060974.053320   2132970377.582997   982494006.931021   401069590.412052   2030968708.567493   430412595.772399   4188230504.987663   1265846977.459787   1004404198.903264   2729912659.840936   3085029434.191893   1135818368.955499   2727774023.799783   122887137.806074   3039966020.035745   2679139494.273014   3593591908.002303   1484688152.396409   212711303.527760   163287399.676818   2349324248.102087   2628581289.704096   410810797.050812   4221217025.381493   2606104148.371929   2997783692.463429   317007911.856569   2394261948.843637   3756653518.683972   2984035148.485374   3294434739.067914   3012757196.737291   822048230.068370   4276918745.998935   3413816787.149343   2853006940.635855   412374045.771334   3307089998.136997   4118843918.095642   1416768246.674589   1742045361.977933   2908916056.287535   2552576615.630088   174862091.777707   3031793196.093599   1297585339.665833   2853991586.050721   2330427808.095902   2782263494.062232   3066692889.578480   2493705207.772720   836630446.164319   1400316883.282577   2904506004.823533   762890177.545802   4006411031.654506   1607332401.286962   1079888089.402371   2105715684.498142   1069028623.970933   4063913237.887745   1105193127.566056   4081775820.708225   591004173.956106   1087154579.564982   3200635313.857559   3444001114.591961   1499518625.336316   2212768015.994556   3267887736.687603   2916276872.010906   3954803377.972489   1881846496.975137   1173896193.640985   4129655469.750196   618682397.068736   2471471533.306817   2688689759.800917   2949100205.164638   958777731.369050   1460425355.379388   1147848116.937359   1795398179.533360   2860732238.661965   4052344121.760891   2558278357.079162   2572185976.316462  
 1364719229.047843   3638156446.481533   382944364.814604   2433737853.018777   3407112388.369278   1488127494.380651   2220556379.726992   3998106562.325385   2575272073.945632   1126234397.584551   3147150380.917346   4074780699.281949   3338992413.579107   2120080821.604948   2696100277.292845   2998838495.551597   4001917320.580076   3869986470.933830   2833536671.301784   325642421.648812   2046500708.240647   1227269135.102701   3274732628.813441   3005268441.609687   2687684490.482089   127623449.750800   505709325.143047   1253459435.144045   4179957573.511682   3063977682.222209   3825635411.460506   1249719506.559525   2407176832.703742   4208569776.275110   3683447359.578302   1519331925.073020   1401739974.655760   1609046443.305294   1222481193.398396   3977002048.601393   2735270840.889845   74674278.315741   3756825453.883332   1779305958.468952   2194745101.920681   2157968435.176178   483187160.020539   1901705126.500757   1732997610.110008   3316713831.322323   2227337548.149569   3779488318.350655   249025670.425024   1207112880.963010   2489799463.960342   2936700162.907104   1334726332.713801   2995498789.103389   4190149598.051148   1219726610.225483   1764519175.325598   3720827713.511654   2469436116.785008   4171686008.029339   3634440193.786764   1857926180.363310   1396060639.102350   741222874.442515   3466962625.668595   2618531832.500746   423267627.043907   1907276170.558440   2693196110.816487   4180083080.927239   3686572131.027383   592983916.737168   2043094220.103417   4169749291.047923   2494679043.237925   3776081830.213425   3191505826.370246   427059297.387484   3260612854.564070   3440521496.795269   1634162178.350495   1455455022.524412   2082264363.702373   2968878511.064296   155996517.627792   1977456665.753521   4188595121.289778   1920505692.953389   1403327083.265175   2363073942.074786   1797234406.982719   742809983.051930   4220990124.438087   3193285046.085070   1484022857.494444   3392995454.106682  
 1516859582.585816   1907280484.538352   1005314328.665123   4210045693.402303   1792406271.465582   396929163.692506   508072316.139461   3835490491.568999   271721158.740429   3002741359.377386   3316615027.782415   3463216985.110674   3429790656.764870   2282270586.346485   2608781187.905934   768995541.115355   3737715608.870897   396088255.608308   3737864052.179651   3893702126.498689   2373534923.361819   3631501879.469420   1519250525.452068   3776852006.626995   1699618525.544206   3316474932.434788   224704693.678925   1625651353.982293   2214802682.519857   1708717551.173369   723689512.088976   3731652265.105673   3615988037.711711   1728993842.754089   3646740662.507976   1113437013.177294   2125913006.446595   4154802978.647438   653970208.746293   2397624167.187014   2862587044.024814   3970575236.528708   1565883856.297688   1997420404.789684   1957888526.875193   4174655044.203623   2766405945.905039   1400646841.746081   275786005.811921   2209312704.084681   999391672.244769   2649310929.173741   1545857287.554101   2518632197.696837   2131205639.800735   3245465813.098307   1540149834.131625   2355900335.479651   576159873.080591   3754942516.651483   4064607886.653020   1299839385.169567   3191637485.757156   3385638628.364731   3028823227.923656   2543420854.265123   204118345.542025   859778940.370241   2403266536.912560   858078556.288308   3257393107.557255   970896284.937374   533696496.817016   528319667.854944   2968306691.727049   2491575025.692200   408017418.058557   1439755341.632089   3892211867.438281   683793423.870479   3649058045.716769   596646243.683050   3333094353.044219   899958037.270870   3115268443.379878   1169342696.844955   4145413852.369167   360460981.511503   3525233032.324606   426616429.449758   4115393500.162977   3294883624.977616   1726445814.619325   3012073689.920133   2385564957.342348   460311748.542971   1260537248.185256   2589673304.884363   1320080688.913212   3663793787.097807  
 3447741861.172671   282516500.470467   339732776.035181   3981428357.989687   810826168.325411   3308029467.762230   2178046087.681887   1218833586.383969   452827515.394310   1775300659.120168   1902617010.254447   4101875561.111079   2371936904.803208   940754067.298667   706876304.381940   1192248052.183086   2110086766.143612   557332860.751107   1552699033.694589   1340362502.468218   983939290.200865   1373135237.857566   340288831.445834   2710375104.820190   90251633.777690   2725843790.788173   3170676853.363161   1350778881.962945   1020559799.672535   195800246.276373   719615373.060752   173344364.845207   478306746.746840   1059338151.095924   4154762722.834894   1289122917.072242   72410322.858155   2037851516.516772   2507946503.456211   525227838.252464   3813142175.636940   115606219.710649   332146105.363534   1890121784.440148   1056350287.009315   1039012409.745474   3082359836.623233   3166427053.152928   1596335270.496581   340101576.317813   211832261.621137   2580264560.697446   1713226814.175379   552111093.066971   995682369.517636   1803468447.953069   3277944883.855144   4166349224.880788   3154237331.916005   3547387.527679   67192175.157162   3873842704.976757   176881752.372886   545488923.903993   638223560.072681   36687181.207771   1834601840.976235   710623884.930827   2074528697.724543   47591048.432446   1235841723.183291   1592713577.361482   163187268.143094   1567977828.546825   3482825363.801620   1219527557.152400   2606980238.292299   2270227904.424854   90997314.305328   4203305508.788879   2610319480.742667   302819575.926464   2488612773.486326   28589000.918037   854920670.993426   3484285145.003953   1832047448.871105   4132855554.848570   3355677073.884741   691327484.787110   4136392944.376239   3422859249.041903   270212895.763858   18317400.749125   3968338172.945896   908426455.836539   54994581.956896   1507982717.922130   1619040340.767366   2129513279.681438  
 1555563768.354567   2854872065.950647   3722216859.042911   1718741036.497661   127892598.497473   2910084926.844532   2938258593.650061   2734862838.789762   885355535.269385   3029245909.955379   2643211051.578641   3495665018.012043   3332055485.881844   836866531.064958   3524244018.930080   4186966156.875270   26194380.068911   1061334171.801185   4024864417.723831   3381861453.953652   1752651658.588286   3866300066.100070   2509763406.995555   2022854554.352144   3884607466.849195   2183144285.941441   2931271010.188684   3939592050.806081   3691117003.863571   255354056.956040   1774148034.487519   951723476.218138   3110216122.906688   1201407597.530430   2670454514.715790   3238098721.404160   4111482524.374962   1313755812.365851   1678004264.193923   701880765.644338   48044426.321230   26258021.772555   4197535783.656381   3380089914.203065   863114552.837513   3426822506.586461   3272098775.078336   889298932.906424   193199382.387646   3002005896.802166   4271150386.860076   1945841040.975932   2573348666.902236   2485956497.855631   3968685595.328076   2162998839.751422   374143487.797072   2604999311.516751   1807633594.557503   4065250493.660634   2860343368.472791   3581771629.045022   722016673.878772   1675602195.379479   488221932.575444   3392461188.594562   618743620.783640   304747160.950405   411259706.960403   2296737886.977553   1006617926.594743   459294133.281633   2322985908.750108   909196414.251124   3839374047.484699   3186090461.587620   41061624.837585   2816515528.563025   4075379394.494044   234251009.225222   1523564129.365191   4051572485.354120   2180082050.201154   4096902798.267418   2242571687.209751   1853810351.529221   1964944342.018840   2616705177.006813   163852367.045972   3772567936.576344   2386998374.667447   3024185735.518763   3059382269.621366   3109005048.546219   404830634.898242   3547594202.196809   2206508943.140771   1023564255.681882   3852331365.147205   2617758650.101174  
