 3058252617.724138   2981171205.458817   643877320.430183   2536051313.647175   428388423.292568   1773285783.624155   332282569.174638   3307284815.812166   2890882798.568479   4144664918.972289   1387268951.007416   2314333193.761338   1385841258.669471   3309388379.363293   1783861899.311922   1773182539.744347   563962055.463904   3232762984.567097   2311357491.225516   2321836963.025791   603525511.405926   4203718072.225291   1504405618.642229   2993792714.765429   1479055960.153150   531375261.399970   3423224404.840563   781266806.487584   118971895.501234   685154584.377067   609614090.317879   3177222013.225373   3666323291.835882   1253488910.748062   1418308530.872547   4094709215.128450   3026772194.372217   1750588602.047183   3107029234.940617   1622690196.940696   1600288725.019472   199333389.948033   3937020890.702034   2986127485.688941   3508719271.311324   1425917996.013954   464345229.433288   4072678826.775228   363716184.581051   2775700222.658802  
 2099550993.801019   967239195.986977   2684453498.884092   3603954112.443248   3961029412.752404   4163506959.037242   4135326873.843217   3089289021.592967   649808969.524827   4254296271.344449   3774441105.970035   1259420559.842706   3136553488.569821   3145799601.805917   2512906970.590768   259897225.442367   2945544020.934367   1244714368.962985   2010483327.489550   1757608459.874983   2867402067.903679   3610769552.509022   1956939351.823014   2509458162.605713   2301932242.197963   1170693827.134337   3935373658.619667   2766274973.631248   948407857.909565   4125047.200718   1247010400.290050   3047956353.710581   971361745.187692   3931461399.174142   2356945670.153829   637426361.940096   3800003562.211384   2197307749.997044   3726712883.533063   154847735.736211   2156639225.341493   3206189193.503097   1414265797.578914   998227917.911314   2057024001.309011   3927170268.169682   1258122643.353681   707603226.243378   876919843.132664   3268603470.843231  
 2465209188.118360   3744319411.036343   2584408229.352250   127183743.941373   1958812777.642057   591375675.550213   1297875071.075711   1599221642.261721   3357648149.181461   2246280428.985276   1603344189.462439   309693753.471511   999271986.695857   2574703434.650132   4241152652.645653   3356215158.849683   3212127296.590227   3746191418.857037   1258558112.846727   2643875384.123290   3901036656.593245   3415194838.188220   1555099783.626385   1020337658.172159   118457960.099534   3612121284.935396   652543130.341841   1376578105.453213   24759715.178775   1529460473.474505   350216780.296444   2489966403.297134   978815088.510849   2934622509.648694   2617147647.238507   2937625368.152903   3525995687.198905   3915020218.314218   241882214.414624   2588679040.380366   1866335853.299491   1845223903.877064   2898370295.851875   2865605339.995348   124962544.527193   2844558152.497528   1926855702.845031   3337087341.117420   2295784777.354562   3185411315.691759  
 1685997931.240708   1901856637.947807   2305641357.879979   3241095214.867093   2922191796.119966   2424096819.979511   2558251703.802489   3574732426.461807   3800672425.432724   2583008918.981264   809228105.936310   4150886705.729168   778010528.278396   1788040694.447158   2790544421.377860   3395155675.516903   430701266.600061   2021575312.576765   3015211099.831119   672580981.014685   315289556.957131   586582157.130609   2517802386.891747   3213657352.809005   3452184997.125957   2642762431.418939   1763250711.306530   1084075905.970986   1684884976.536359   4059032988.661093   4269484721.662745   3370880407.777067   1665924830.608900   2280161285.542721   2317010826.644160   293151830.728866   409293309.522232   580297734.446649   3867881757.190673   4209963234.954956   3163304155.427910   382145067.126983   4065885144.684124   3941312183.706306   2170183263.574139   2561464770.061984   3041503063.223209   2600882030.174200   288075286.638748   1761749367.054327  
 3273460513.188883   603362345.595876   2348329024.184937   1496298104.080629   3817017198.404881   1505549227.310892   4139058035.499568   1285303113.711412   2589622633.281878   1528978216.035927   1049371306.372505   2564142558.944623   604893829.812992   2715293636.981404   549339048.487345   2921902156.457151   3008442967.710270   958629858.009577   3502197392.903798   2581359930.900941   873628296.964533   2370536752.331708   2963502498.027924   644548647.648654   2016884140.038014   838720965.602062   3206010917.710638   763422407.261223   3439600497.776260   3494083706.349383   2525169276.315548   2418096214.965143   4097443551.945260   578533504.500485   3914391819.045772   3619495954.350141   2084080231.811377   3758485058.545340   609834274.061551   378738069.093255   992498478.581267   1659203080.434056   2942878130.037876   1597389808.394259   79531923.415458   3492214678.525221   224327170.851408   3087972391.125728   155879742.534795   3726522063.755207  
 1374367526.026669   1029505539.499328   1802094020.086915   42905230.054591   1674051687.147983   3818975660.124929   881623695.656653   585097810.858618   287433271.386153   26259397.432913   4079179017.208001   2812600047.701701   2444353112.398055   3881657773.153261   3391131054.202184   2063780135.443827   3206188931.503402   1180246490.013561   1527300397.989167   3816020705.564953   1558982061.106814   2519796378.570432   1180258991.999007   206895395.144690   4117183686.964691   1259788415.414465   3699107573.669910   46546061.816100   52796010.540193   3854984816.204706   3773065625.571306   1427161038.566860   589525561.704031   1280194849.658221   1470063768.621451   2263574748.852014   804205713.783151   2351684964.278104   2848670059.710632   1091636487.169301   2377941863.711014   2632884280.918633   3904234034.871003   527330180.109069   2219577258.071894   3000400293.073187   2591107817.552894   1130801395.575294   4180644285.086746   4118405715.542061  
 651857305.140247   1444661550.193560   2343237298.112493   1832113797.139254   1651554445.338249   2165456191.077182   3091899712.553719   1055697223.008160   2211999752.893281   3144693225.093910   615717245.212863   1690100584.464585   276889467.660770   1205240306.916895   2970292934.122807   1746950736.282221   3468812555.768909   3774496149.905955   4098633200.560325   2022517821.479538   571167841.075256   2181610268.271339   360437306.398172   180437079.946259   2708937950.380406   2580012066.470064   3180834875.019443   1005080971.933300   3710810962.045357   3066514364.106189   828521891.475361   67703471.185605   216211118.299748   3171756691.587852   1899814770.324857   1867763063.637998   1042248086.665034   696749686.878576   2923457786.646158   3254245339.558315   3841440411.972486   3539172531.859021   649381128.022900   4118327379.633256   449448042.775916   3619671564.145704   1570313319.915477   3918258100.544822   3099202918.051659   1373981726.475800  
 1645811126.024361   3670368259.126915   3555589494.747139   2006245932.422533   3850802839.073174   1969562649.127545   291293202.892596   2736672918.092617   2974641121.060845   4002101664.937953   1508222486.198805   3803160514.536203   4069802638.123556   1724431104.498553   2679952410.124055   1674652612.448413   3592191668.136551   3722197996.789089   2371399799.326988   2220684660.782706   2681478540.347404   1917875417.299472   1464892396.641727   3330857170.370302   1741238000.932728   1914337941.417641   2655563938.516006   3311548822.848203   1537631245.962463   1459802060.567665   390565753.324002   3183439871.986824   835205523.694580   3946152748.071141   894721008.409356   391043566.767754   1620750603.198683   1186011713.301950   3127713986.860368   300426928.259528   893148582.239904   340971677.059173   4103584942.795732   667986424.363459   2065400283.557724   2488572556.919787   2342636536.811872   1362627155.694275   1915805757.708876   419071542.138858  
 3583309316.476981   302319504.056277   2336944459.438330   753236919.118706   3633174174.426579   4078179960.371058   2667572360.536346   1993773316.942585   3094763987.219261   4205201106.498810   3453572877.510250   3485327240.543263   3093676182.485633   4288775901.204830   3136515194.614402   3988394690.894990   384854671.972584   462301001.813085   879441608.196940   3512566158.832952   762725430.072613   1772587692.436841   3853535337.892123   571345578.868342   2440571616.800301   1623970825.449847   3059915635.788128   488243359.612170   2986595481.144122   680756599.497002   907312401.751028   2274940003.621101   983073603.553279   3244254361.189358   3028174422.739807   321282981.979858   3027469525.560416   1400781987.276153   2315053798.922442   1827268718.779674   1311018297.774963   1473661880.432693   1017631163.322937   109729684.260597   1467472985.637523   4154143857.937339   4098121875.155587   1852325157.610106   321480063.750424   682598689.352524  
 1069926522.443056   1084202995.823034   2455183881.789366   628497064.335178   1655546074.691376   600790702.589666   2252465389.785025   420496914.479504   1089031562.201837   944096074.929147   1101251013.976506   1996341463.952865   3219033578.550248   2084322117.529785   945631029.142223   1952243205.290054   2405602599.509642   3973098056.702637   3353022692.566208   425691602.432085   1505401979.482311   369076194.341171   1899350982.864777   2523030642.805248   478803378.601767   3366821468.502300   2382209706.742585   281960459.757352   924181832.112404   2703687270.493009   964556649.109876   1994105854.555460   3787887766.316043   3419738030.899241   2622600418.890638   1148469045.007419   4020526233.488908   580101012.675663   1568963461.486921   814593001.690742   1524194587.604810   2670211975.463427   2810931965.643607   448263372.155056   459569298.993209   3756560496.785827   2400504077.445110   2865169398.502851   3434693757.488464   1458561976.011315  
